data,talhao_id,ndvi
2019-10-03,2,0.265
2019-10-04,2,0.218
2019-10-05,2,0.207
2019-10-06,2,0.222
2019-10-07,2,0.241
2019-10-08,2,0.223
2019-10-09,2,0.236
2019-10-10,2,0.239
2019-10-11,2,0.225
2019-10-12,2,0.237
2019-10-13,2,0.2
2019-10-14,2,0.234
2019-10-15,2,0.233
2019-10-16,2,0.222
2019-10-17,2,0.234
2019-10-18,2,0.238
2019-10-19,2,0.248
2019-10-20,2,0.248
2019-10-21,2,0.226
2019-10-22,2,0.223
2019-10-23,2,0.223
2019-10-24,2,0.2
2019-10-25,2,0.231
2019-10-26,2,0.248
2019-10-27,2,0.228
2019-10-28,2,0.206
2019-10-29,2,0.21
2019-10-30,2,0.21
2019-10-31,2,0.238
2019-11-01,2,0.225
2019-11-02,2,0.226
2019-11-03,2,0.223
2019-11-04,2,0.207
2019-11-05,2,0.208
2019-11-06,2,0.226
2019-11-07,2,0.219
2019-11-08,2,0.2
2019-11-09,2,0.226
2019-11-10,2,0.233
2019-11-11,2,0.217
2019-11-12,2,0.214
2019-11-13,2,0.232
2019-11-14,2,0.215
2019-11-15,2,0.21
2019-11-16,2,0.2
2019-11-17,2,0.211
2019-11-18,2,0.237
2019-11-19,2,0.229
2019-11-20,2,0.218
2019-11-21,2,0.217
2019-11-22,2,0.227
2019-11-23,2,0.218
2019-11-24,2,0.203
2019-11-25,2,0.218
2019-11-26,2,0.222
2019-11-27,2,0.229
2019-11-28,2,0.232
2019-11-29,2,0.221
2019-11-30,2,0.233
2019-12-01,2,0.212
2019-12-02,2,0.22
2019-12-03,2,0.228
2019-12-04,2,0.238
2019-12-05,2,0.227
2019-12-06,2,0.274
2019-12-07,2,0.282
2019-12-08,2,0.301
2019-12-09,2,0.264
2019-12-10,2,0.289
2019-12-11,2,0.301
2019-12-12,2,0.303
2019-12-13,2,0.308
2019-12-14,2,0.312
2019-12-15,2,0.296
2019-12-16,2,0.311
2019-12-17,2,0.301
2019-12-18,2,0.319
2019-12-19,2,0.296
2019-12-20,2,0.302
2019-12-21,2,0.304
2019-12-22,2,0.317
2019-12-23,2,0.3
2019-12-24,2,0.285
2019-12-25,2,0.275
2019-12-26,2,0.316
2019-12-27,2,0.305
2019-12-28,2,0.32
2019-12-29,2,0.297
2019-12-30,2,0.295
2019-12-31,2,0.296
2020-01-01,2,0.292
2020-01-02,2,0.29
2020-01-03,2,0.307
2020-01-04,2,0.318
2020-01-05,2,0.276
2020-01-06,2,0.27
2020-01-07,2,0.282
2020-01-08,2,0.279
2020-01-09,2,0.239
2020-01-10,2,0.222
2020-01-11,2,0.227
2020-01-12,2,0.251
2020-01-13,2,0.24
2020-01-14,2,0.23
2020-01-15,2,0.238
2020-01-16,2,0.244
2020-01-17,2,0.227
2020-01-18,2,0.248
2020-01-19,2,0.235
2020-01-20,2,0.272
2020-01-21,2,0.281
2020-01-22,2,0.282
2020-01-23,2,0.278
2020-01-24,2,0.243
2020-01-25,2,0.274
2020-01-26,2,0.278
2020-01-27,2,0.273
2020-01-28,2,0.24
2020-01-29,2,0.299
2020-01-30,2,0.297
2020-01-31,2,0.316
2020-02-01,2,0.299
2020-02-02,2,0.291
2020-02-03,2,0.291
2020-02-04,2,0.312
2020-02-05,2,0.308
2020-02-06,2,0.295
2020-02-07,2,0.296
2020-02-08,2,0.267
2020-02-09,2,0.271
2020-02-10,2,0.29
2020-02-11,2,0.3
2020-02-12,2,0.291
2020-02-13,2,0.28
2020-02-14,2,0.303
2020-02-15,2,0.303
2020-02-16,2,0.324
2020-02-17,2,0.299
2020-02-18,2,0.301
2020-02-19,2,0.294
2020-02-20,2,0.345
2020-02-21,2,0.315
2020-02-22,2,0.293
2020-02-23,2,0.276
2020-02-24,2,0.287
2020-02-25,2,0.293
2020-02-26,2,0.287
2020-02-27,2,0.306
2020-02-28,2,0.293
2020-02-29,2,0.284
2020-03-01,2,0.32
2020-03-02,2,0.287
2020-03-03,2,0.271
2020-03-04,2,0.327
2020-03-05,2,0.341
2020-03-06,2,0.314
2020-03-07,2,0.325
2020-03-08,2,0.326
2020-03-09,2,0.354
2020-03-10,2,0.302
2020-03-11,2,0.311
2020-03-12,2,0.313
2020-03-13,2,0.321
2020-03-14,2,0.319
2020-03-15,2,0.295
2020-03-16,2,0.3
2020-03-17,2,0.318
2020-03-18,2,0.302
2020-03-19,2,0.312
2020-03-20,2,0.311
2020-03-21,2,0.308
2020-03-22,2,0.3
2020-03-23,2,0.318
2020-03-24,2,0.281
2020-03-25,2,0.325
2020-03-26,2,0.314
2020-03-27,2,0.301
2020-03-28,2,0.302
2020-03-29,2,0.308
2020-03-30,2,0.318
2020-03-31,2,0.315
2020-04-01,2,0.331
2020-04-02,2,0.325
2020-04-03,2,0.307
2020-04-04,2,0.271
2020-04-05,2,0.288
2020-04-06,2,0.313
2020-04-07,2,0.333
2020-04-08,2,0.295
2020-04-09,2,0.316
2020-04-10,2,0.329
2020-04-11,2,0.291
2020-04-12,2,0.275
2020-04-13,2,0.317
2020-04-14,2,0.279
2020-04-15,2,0.289
2020-04-16,2,0.307
2020-04-17,2,0.299
2020-04-18,2,0.287
2020-04-19,2,0.33
2020-04-20,2,0.316
2020-04-21,2,0.326
2020-04-22,2,0.315
2020-04-23,2,0.32
2020-04-24,2,0.345
2020-04-25,2,0.319
2020-04-26,2,0.326
2020-04-27,2,0.344
2020-04-28,2,0.364
2020-04-29,2,0.368
2020-04-30,2,0.34
2020-05-01,2,0.342
2020-05-02,2,0.35
2020-05-03,2,0.387
2020-05-04,2,0.392
2020-05-05,2,0.386
2020-05-06,2,0.391
2020-05-07,2,0.358
2020-05-08,2,0.401
2020-05-09,2,0.369
2020-05-10,2,0.422
2020-05-11,2,0.404
2020-05-12,2,0.42
2020-05-13,2,0.416
2020-05-14,2,0.424
2020-05-15,2,0.4
2020-05-16,2,0.426
2020-05-17,2,0.433
2020-05-18,2,0.444
2020-05-19,2,0.457
2020-05-20,2,0.46
2020-05-21,2,0.461
2020-05-22,2,0.445
2020-05-23,2,0.435
2020-05-24,2,0.446
2020-05-25,2,0.455
2020-05-26,2,0.5
2020-05-27,2,0.51
2020-05-28,2,0.459
2020-05-29,2,0.455
2020-05-30,2,0.592
2020-05-31,2,0.63
2020-06-01,2,0.669
2020-06-02,2,0.625
2020-06-03,2,0.706
2020-06-04,2,0.685
2020-06-05,2,0.714
2020-06-06,2,0.655
2020-06-07,2,0.712
2020-06-08,2,0.654
2020-06-09,2,0.721
2020-06-10,2,0.754
2020-06-11,2,0.758
2020-06-12,2,0.693
2020-06-13,2,0.684
2020-06-14,2,0.713
2020-06-15,2,0.779
2020-06-16,2,0.676
2020-06-17,2,0.673
2020-06-18,2,0.656
2020-06-19,2,0.736
2020-06-20,2,0.673
2020-06-21,2,0.781
2020-06-22,2,0.799
2020-06-23,2,0.735
2020-06-24,2,0.83
2020-06-25,2,0.751
2020-06-26,2,0.724
2020-06-27,2,0.724
2020-06-28,2,0.797
2020-06-29,2,0.585
2020-06-30,2,0.534
2020-07-01,2,0.538
2020-07-02,2,0.55
2020-07-03,2,0.575
2020-07-04,2,0.553
2020-07-05,2,0.568
2020-07-06,2,0.565
2020-07-07,2,0.554
2020-07-08,2,0.647
2020-07-09,2,0.624
2020-07-10,2,0.63
2020-07-11,2,0.624
2020-07-12,2,0.571
2020-07-13,2,0.573
2020-07-14,2,0.541
2020-07-15,2,0.568
2020-07-16,2,0.533
2020-07-17,2,0.513
2020-07-18,2,0.532
2020-07-19,2,0.574
2020-07-20,2,0.549
2020-07-21,2,0.558
2020-07-22,2,0.538
2020-07-23,2,0.509
2020-07-24,2,0.543
2020-07-25,2,0.527
2020-07-26,2,0.554
2020-07-27,2,0.55
2020-07-28,2,0.536
2020-07-29,2,0.542
2020-07-30,2,0.484
2020-07-31,2,0.48
2020-08-01,2,0.482
2020-08-02,2,0.503
2020-08-03,2,0.473
2020-08-04,2,0.518
2020-08-05,2,0.486
2020-08-06,2,0.464
2020-08-07,2,0.488
2020-08-08,2,0.442
2020-08-09,2,0.439
2020-08-10,2,0.479
2020-08-11,2,0.414
2020-08-12,2,0.435
2020-08-13,2,0.424
2020-08-14,2,0.412
2020-08-15,2,0.443
2020-08-16,2,0.435
2020-08-17,2,0.425
2020-08-18,2,0.407
2020-08-19,2,0.414
2020-08-20,2,0.356
2020-08-21,2,0.383
2020-08-22,2,0.387
2020-08-23,2,0.37
2020-08-24,2,0.38
2020-08-25,2,0.416
2020-08-26,2,0.369
2020-08-27,2,0.346
2020-08-28,2,0.338
2020-08-29,2,0.311
2020-08-30,2,0.302
2020-08-31,2,0.296
2020-09-01,2,0.323
2020-09-02,2,0.282
2020-09-03,2,0.321
2020-09-04,2,0.304
2020-09-05,2,0.31
2020-09-06,2,0.28
2020-09-07,2,0.319
2020-09-08,2,0.292
2020-09-09,2,0.262
2020-09-10,2,0.304
2020-09-11,2,0.265
2020-09-12,2,0.263
2020-09-13,2,0.261
2020-09-14,2,0.27
2020-09-15,2,0.28
2020-09-16,2,0.277
2020-09-17,2,0.3
2020-09-18,2,0.255
2020-09-19,2,0.256
2020-09-20,2,0.242
2020-09-21,2,0.243
2020-09-22,2,0.269
2020-09-23,2,0.246
2020-09-24,2,0.256
2020-09-25,2,0.249
2020-09-26,2,0.234
2020-09-27,2,0.235
2020-09-28,2,0.221
2020-09-29,2,0.239
2020-09-30,2,0.247
2020-10-01,2,0.241
2020-10-02,2,0.255
2020-10-03,2,0.231
2020-10-04,2,0.246
2020-10-05,2,0.232
2020-10-06,2,0.248
2020-10-07,2,0.231
2020-10-08,2,0.25
2020-10-09,2,0.266
2020-10-10,2,0.261
2020-10-11,2,0.259
2020-10-12,2,0.258
2020-10-13,2,0.258
2020-10-14,2,0.26
2020-10-15,2,0.251
2020-10-16,2,0.24
2020-10-17,2,0.253
2020-10-18,2,0.259
2020-10-19,2,0.266
2020-10-20,2,0.281
2020-10-21,2,0.252
2020-10-22,2,0.239
2020-10-23,2,0.25
2020-10-24,2,0.251
2020-10-25,2,0.246
2020-10-26,2,0.242
2020-10-27,2,0.253
2020-10-28,2,0.254
2020-10-29,2,0.241
2020-10-30,2,0.234
2020-10-31,2,0.252
2020-11-01,2,0.253
2020-11-02,2,0.232
2020-11-03,2,0.24
2020-11-04,2,0.248
2020-11-05,2,0.247
2020-11-06,2,0.265
2020-11-07,2,0.229
2020-11-08,2,0.21
2020-11-09,2,0.236
2020-11-10,2,0.231
2020-11-11,2,0.232
2020-11-12,2,0.252
2020-11-13,2,0.231
2020-11-14,2,0.241
2020-11-15,2,0.233
2020-11-16,2,0.226
2020-11-17,2,0.23
2020-11-18,2,0.241
2020-11-19,2,0.223
2020-11-20,2,0.244
2020-11-21,2,0.229
2020-11-22,2,0.224
2020-11-23,2,0.215
2020-11-24,2,0.234
2020-11-25,2,0.229
2020-11-26,2,0.226
2020-11-27,2,0.228
2020-11-28,2,0.225
2020-11-29,2,0.213
2020-11-30,2,0.234
2020-12-01,2,0.247
2020-12-02,2,0.255
2020-12-03,2,0.236
2020-12-04,2,0.232
2020-12-05,2,0.232
2020-12-06,2,0.225
2020-12-07,2,0.236
2020-12-08,2,0.237
2020-12-09,2,0.218
2020-12-10,2,0.229
2020-12-11,2,0.231
2020-12-12,2,0.231
2020-12-13,2,0.207
2020-12-14,2,0.246
2020-12-15,2,0.232
2020-12-16,2,0.235
2020-12-17,2,0.233
2020-12-18,2,0.21
2020-12-19,2,0.24
2020-12-20,2,0.216
2020-12-21,2,0.245
2020-12-22,2,0.22
2020-12-23,2,0.251
2020-12-24,2,0.241
2020-12-25,2,0.245
2020-12-26,2,0.23
2020-12-27,2,0.222
2020-12-28,2,0.24
2020-12-29,2,0.256
2020-12-30,2,0.258
2020-12-31,2,0.241
2021-01-01,2,0.26
2021-01-02,2,0.243
2021-01-03,2,0.224
2021-01-04,2,0.253
2021-01-05,2,0.243
2021-01-06,2,0.263
2021-01-07,2,0.256
2021-01-08,2,0.255
2021-01-09,2,0.255
2021-01-10,2,0.274
2021-01-11,2,0.247
2021-01-12,2,0.263
2021-01-13,2,0.247
2021-01-14,2,0.232
2021-01-15,2,0.244
2021-01-16,2,0.234
2021-01-17,2,0.27
2021-01-18,2,0.258
2021-01-19,2,0.225
2021-01-20,2,0.24
2021-01-21,2,0.253
2021-01-22,2,0.259
2021-01-23,2,0.256
2021-01-24,2,0.268
2021-01-25,2,0.247
2021-01-26,2,0.254
2021-01-27,2,0.218
2021-01-28,2,0.241
2021-01-29,2,0.234
2021-01-30,2,0.234
2021-01-31,2,0.252
2021-02-01,2,0.248
2021-02-02,2,0.234
2021-02-03,2,0.26
2021-02-04,2,0.239
2021-02-05,2,0.22
2021-02-06,2,0.2
2021-02-07,2,0.228
2021-02-08,2,0.215
2021-02-09,2,0.231
2021-02-10,2,0.252
2021-02-11,2,0.26
2021-02-12,2,0.275
2021-02-13,2,0.246
2021-02-14,2,0.257
2021-02-15,2,0.26
2021-02-16,2,0.252
2021-02-17,2,0.267
2021-02-18,2,0.292
2021-02-19,2,0.277
2021-02-20,2,0.27
2021-02-21,2,0.261
2021-02-22,2,0.268
2021-02-23,2,0.244
2021-02-24,2,0.267
2021-02-25,2,0.268
2021-02-26,2,0.278
2021-02-27,2,0.313
2021-02-28,2,0.306
2021-03-01,2,0.293
2021-03-02,2,0.288
2021-03-03,2,0.287
2021-03-04,2,0.285
2021-03-05,2,0.289
2021-03-06,2,0.297
2021-03-07,2,0.281
2021-03-08,2,0.307
2021-03-09,2,0.299
2021-03-10,2,0.291
2021-03-11,2,0.275
2021-03-12,2,0.276
2021-03-13,2,0.29
2021-03-14,2,0.322
2021-03-15,2,0.297
2021-03-16,2,0.28
2021-03-17,2,0.277
2021-03-18,2,0.302
2021-03-19,2,0.309
2021-03-20,2,0.314
2021-03-21,2,0.282
2021-03-22,2,0.298
2021-03-23,2,0.281
2021-03-24,2,0.306
2021-03-25,2,0.286
2021-03-26,2,0.326
2021-03-27,2,0.295
2021-03-28,2,0.318
2021-03-29,2,0.282
2021-03-30,2,0.283
2021-03-31,2,0.259
2021-04-01,2,0.285
2021-04-02,2,0.282
2021-04-03,2,0.319
2021-04-04,2,0.34
2021-04-05,2,0.38
2021-04-06,2,0.369
2021-04-07,2,0.349
2021-04-08,2,0.35
2021-04-09,2,0.339
2021-04-10,2,0.331
2021-04-11,2,0.36
2021-04-12,2,0.333
2021-04-13,2,0.363
2021-04-14,2,0.373
2021-04-15,2,0.377
2021-04-16,2,0.333
2021-04-17,2,0.33
2021-04-18,2,0.324
2021-04-19,2,0.36
2021-04-20,2,0.338
2021-04-21,2,0.346
2021-04-22,2,0.345
2021-04-23,2,0.356
2021-04-24,2,0.401
2021-04-25,2,0.328
2021-04-26,2,0.383
2021-04-27,2,0.363
2021-04-28,2,0.428
2021-04-29,2,0.404
2021-04-30,2,0.373
2021-05-01,2,0.389
2021-05-02,2,0.384
2021-05-03,2,0.38
2021-05-04,2,0.394
2021-05-05,2,0.371
2021-05-06,2,0.372
2021-05-07,2,0.399
2021-05-08,2,0.385
2021-05-09,2,0.398
2021-05-10,2,0.398
2021-05-11,2,0.383
2021-05-12,2,0.432
2021-05-13,2,0.397
2021-05-14,2,0.454
2021-05-15,2,0.444
2021-05-16,2,0.428
2021-05-17,2,0.403
2021-05-18,2,0.467
2021-05-19,2,0.443
2021-05-20,2,0.46
2021-05-21,2,0.479
2021-05-22,2,0.426
2021-05-23,2,0.464
2021-05-24,2,0.452
2021-05-25,2,0.473
2021-05-26,2,0.481
2021-05-27,2,0.436
2021-05-28,2,0.511
2021-05-29,2,0.524
2021-05-30,2,0.494
2021-05-31,2,0.507
2021-06-01,2,0.535
2021-06-02,2,0.554
2021-06-03,2,0.538
2021-06-04,2,0.528
2021-06-05,2,0.522
2021-06-06,2,0.544
2021-06-07,2,0.535
2021-06-08,2,0.578
2021-06-09,2,0.572
2021-06-10,2,0.551
2021-06-11,2,0.579
2021-06-12,2,0.643
2021-06-13,2,0.601
2021-06-14,2,0.59
2021-06-15,2,0.606
2021-06-16,2,0.625
2021-06-17,2,0.545
2021-06-18,2,0.58
2021-06-19,2,0.576
2021-06-20,2,0.577
2021-06-21,2,0.662
2021-06-22,2,0.65
2021-06-23,2,0.671
2021-06-24,2,0.646
2021-06-25,2,0.725
2021-06-26,2,0.574
2021-06-27,2,0.581
2021-06-28,2,0.583
2021-06-29,2,0.586
2021-06-30,2,0.623
2021-07-01,2,0.599
2021-07-02,2,0.615
2021-07-03,2,0.624
2021-07-04,2,0.598
2021-07-05,2,0.612
2021-07-06,2,0.576
2021-07-07,2,0.569
2021-07-08,2,0.56
2021-07-09,2,0.589
2021-07-10,2,0.556
2021-07-11,2,0.551
2021-07-12,2,0.598
2021-07-13,2,0.55
2021-07-14,2,0.59
2021-07-15,2,0.561
2021-07-16,2,0.551
2021-07-17,2,0.59
2021-07-18,2,0.589
2021-07-19,2,0.563
2021-07-20,2,0.592
2021-07-21,2,0.503
2021-07-22,2,0.542
2021-07-23,2,0.489
2021-07-24,2,0.505
2021-07-25,2,0.515
2021-07-26,2,0.485
2021-07-27,2,0.497
2021-07-28,2,0.483
2021-07-29,2,0.483
2021-07-30,2,0.535
2021-07-31,2,0.435
2021-08-01,2,0.469
2021-08-02,2,0.479
2021-08-03,2,0.438
2021-08-04,2,0.456
2021-08-05,2,0.462
2021-08-06,2,0.458
2021-08-07,2,0.463
2021-08-08,2,0.462
2021-08-09,2,0.426
2021-08-10,2,0.43
2021-08-11,2,0.393
2021-08-12,2,0.417
2021-08-13,2,0.383
2021-08-14,2,0.408
2021-08-15,2,0.42
2021-08-16,2,0.406
2021-08-17,2,0.395
2021-08-18,2,0.406
2021-08-19,2,0.406
2021-08-20,2,0.365
2021-08-21,2,0.398
2021-08-22,2,0.357
2021-08-23,2,0.355
2021-08-24,2,0.371
2021-08-25,2,0.357
2021-08-26,2,0.349
2021-08-27,2,0.348
2021-08-28,2,0.363
2021-08-29,2,0.337
2021-08-30,2,0.344
2021-08-31,2,0.34
2021-09-01,2,0.357
2021-09-02,2,0.342
2021-09-03,2,0.327
2021-09-04,2,0.323
2021-09-05,2,0.311
2021-09-06,2,0.302
2021-09-07,2,0.301
2021-09-08,2,0.298
2021-09-09,2,0.288
2021-09-10,2,0.285
2021-09-11,2,0.287
2021-09-12,2,0.28
2021-09-13,2,0.279
2021-09-14,2,0.276
2021-09-15,2,0.288
2021-09-16,2,0.284
2021-09-17,2,0.283
2021-09-18,2,0.283
2021-09-19,2,0.255
2021-09-20,2,0.262
2021-09-21,2,0.263
2021-09-22,2,0.263
2021-09-23,2,0.261
2021-09-24,2,0.271
2021-09-25,2,0.244
2021-09-26,2,0.252
2021-09-27,2,0.232
2021-09-28,2,0.25
2021-09-29,2,0.224
2021-09-30,2,0.246
2021-10-01,2,0.255
2021-10-02,2,0.246
2021-10-03,2,0.224
2021-10-04,2,0.227
2021-10-05,2,0.242
2021-10-06,2,0.232
2021-10-07,2,0.207
2021-10-08,2,0.247
2021-10-09,2,0.232
2021-10-10,2,0.212
2021-10-11,2,0.23
2021-10-12,2,0.251
2021-10-13,2,0.224
2021-10-14,2,0.223
2021-10-15,2,0.217
2021-10-16,2,0.231
2021-10-17,2,0.226
2021-10-18,2,0.232
2021-10-19,2,0.214
2021-10-20,2,0.229
2021-10-21,2,0.208
2021-10-22,2,0.226
2021-10-23,2,0.211
2021-10-24,2,0.22
2021-10-25,2,0.202
2021-10-26,2,0.219
2021-10-27,2,0.222
2021-10-28,2,0.205
2021-10-29,2,0.24
2021-10-30,2,0.243
2021-10-31,2,0.222
2021-11-01,2,0.223
2021-11-02,2,0.231
2021-11-03,2,0.227
2021-11-04,2,0.232
2021-11-05,2,0.208
2021-11-06,2,0.253
2021-11-07,2,0.224
2021-11-08,2,0.247
2021-11-09,2,0.23
2021-11-10,2,0.261
2021-11-11,2,0.242
2021-11-12,2,0.244
2021-11-13,2,0.245
2021-11-14,2,0.232
2021-11-15,2,0.232
2021-11-16,2,0.228
2021-11-17,2,0.234
2021-11-18,2,0.231
2021-11-19,2,0.236
2021-11-20,2,0.223
2021-11-21,2,0.227
2021-11-22,2,0.238
2021-11-23,2,0.232
2021-11-24,2,0.242
2021-11-25,2,0.245
2021-11-26,2,0.243
2021-11-27,2,0.238
2021-11-28,2,0.245
2021-11-29,2,0.224
2021-11-30,2,0.247
2021-12-01,2,0.229
2021-12-02,2,0.267
2021-12-03,2,0.288
2021-12-04,2,0.256
2021-12-05,2,0.287
2021-12-06,2,0.293
2021-12-07,2,0.272
2021-12-08,2,0.283
2021-12-09,2,0.319
2021-12-10,2,0.307
2021-12-11,2,0.313
2021-12-12,2,0.304
2021-12-13,2,0.271
2021-12-14,2,0.285
2021-12-15,2,0.267
2021-12-16,2,0.31
2021-12-17,2,0.341
2021-12-18,2,0.277
2021-12-19,2,0.316
2021-12-20,2,0.316
2021-12-21,2,0.303
2021-12-22,2,0.28
2021-12-23,2,0.287
2021-12-24,2,0.27
2021-12-25,2,0.298
2021-12-26,2,0.303
2021-12-27,2,0.312
2021-12-28,2,0.297
2021-12-29,2,0.287
2021-12-30,2,0.29
2021-12-31,2,0.298
2022-01-01,2,0.296
2022-01-02,2,0.312
2022-01-03,2,0.331
2022-01-04,2,0.286
2022-01-05,2,0.284
2022-01-06,2,0.315
2022-01-07,2,0.338
2022-01-08,2,0.289
2022-01-09,2,0.292
2022-01-10,2,0.297
2022-01-11,2,0.299
2022-01-12,2,0.29
2022-01-13,2,0.279
2022-01-14,2,0.309
2022-01-15,2,0.298
2022-01-16,2,0.273
2022-01-17,2,0.265
2022-01-18,2,0.272
2022-01-19,2,0.259
2022-01-20,2,0.268
2022-01-21,2,0.249
2022-01-22,2,0.265
2022-01-23,2,0.272
2022-01-24,2,0.276
2022-01-25,2,0.255
2022-01-26,2,0.267
2022-01-27,2,0.276
2022-01-28,2,0.237
2022-01-29,2,0.253
2022-01-30,2,0.272
2022-01-31,2,0.262
2022-02-01,2,0.262
2022-02-02,2,0.257
2022-02-03,2,0.246
2022-02-04,2,0.234
2022-02-05,2,0.216
2022-02-06,2,0.223
2022-02-07,2,0.232
2022-02-08,2,0.228
2022-02-09,2,0.229
2022-02-10,2,0.233
2022-02-11,2,0.238
2022-02-12,2,0.225
2022-02-13,2,0.228
2022-02-14,2,0.229
2022-02-15,2,0.223
2022-02-16,2,0.22
2022-02-17,2,0.239
2022-02-18,2,0.216
2022-02-19,2,0.236
2022-02-20,2,0.227
2022-02-21,2,0.226
2022-02-22,2,0.234
2022-02-23,2,0.236
2022-02-24,2,0.219
2022-02-25,2,0.231
2022-02-26,2,0.227
2022-02-27,2,0.23
2022-02-28,2,0.214
2022-03-01,2,0.243
2022-03-02,2,0.247
2022-03-03,2,0.218
2022-03-04,2,0.262
2022-03-05,2,0.248
2022-03-06,2,0.26
2022-03-07,2,0.258
2022-03-08,2,0.285
2022-03-09,2,0.25
2022-03-10,2,0.245
2022-03-11,2,0.265
2022-03-12,2,0.267
2022-03-13,2,0.301
2022-03-14,2,0.262
2022-03-15,2,0.294
2022-03-16,2,0.282
2022-03-17,2,0.303
2022-03-18,2,0.285
2022-03-19,2,0.26
2022-03-20,2,0.271
2022-03-21,2,0.293
2022-03-22,2,0.297
2022-03-23,2,0.35
2022-03-24,2,0.292
2022-03-25,2,0.314
2022-03-26,2,0.333
2022-03-27,2,0.328
2022-03-28,2,0.322
2022-03-29,2,0.348
2022-03-30,2,0.328
2022-03-31,2,0.358
2022-04-01,2,0.33
2022-04-02,2,0.358
2022-04-03,2,0.309
2022-04-04,2,0.283
2022-04-05,2,0.292
2022-04-06,2,0.33
2022-04-07,2,0.315
2022-04-08,2,0.337
2022-04-09,2,0.333
2022-04-10,2,0.306
2022-04-11,2,0.308
2022-04-12,2,0.326
2022-04-13,2,0.334
2022-04-14,2,0.323
2022-04-15,2,0.347
2022-04-16,2,0.334
2022-04-17,2,0.328
2022-04-18,2,0.349
2022-04-19,2,0.338
2022-04-20,2,0.327
2022-04-21,2,0.351
2022-04-22,2,0.297
2022-04-23,2,0.297
2022-04-24,2,0.341
2022-04-25,2,0.341
2022-04-26,2,0.331
2022-04-27,2,0.379
2022-04-28,2,0.343
2022-04-29,2,0.367
2022-04-30,2,0.36
2022-05-01,2,0.375
2022-05-02,2,0.381
2022-05-03,2,0.399
2022-05-04,2,0.369
2022-05-05,2,0.382
2022-05-06,2,0.382
2022-05-07,2,0.367
2022-05-08,2,0.391
2022-05-09,2,0.41
2022-05-10,2,0.411
2022-05-11,2,0.443
2022-05-12,2,0.423
2022-05-13,2,0.403
2022-05-14,2,0.418
2022-05-15,2,0.417
2022-05-16,2,0.426
2022-05-17,2,0.447
2022-05-18,2,0.472
2022-05-19,2,0.48
2022-05-20,2,0.453
2022-05-21,2,0.491
2022-05-22,2,0.484
2022-05-23,2,0.483
2022-05-24,2,0.48
2022-05-25,2,0.476
2022-05-26,2,0.486
2022-05-27,2,0.531
2022-05-28,2,0.534
2022-05-29,2,0.514
2022-05-30,2,0.442
2022-05-31,2,0.534
2022-06-01,2,0.515
2022-06-02,2,0.534
2022-06-03,2,0.512
2022-06-04,2,0.525
2022-06-05,2,0.56
2022-06-06,2,0.575
2022-06-07,2,0.526
2022-06-08,2,0.533
2022-06-09,2,0.572
2022-06-10,2,0.568
2022-06-11,2,0.571
2022-06-12,2,0.6
2022-06-13,2,0.584
2022-06-14,2,0.666
2022-06-15,2,0.725
2022-06-16,2,0.619
2022-06-17,2,0.665
2022-06-18,2,0.667
2022-06-19,2,0.637
2022-06-20,2,0.634
2022-06-21,2,0.636
2022-06-22,2,0.602
2022-06-23,2,0.586
2022-06-24,2,0.624
2022-06-25,2,0.633
2022-06-26,2,0.678
2022-06-27,2,0.618
2022-06-28,2,0.638
2022-06-29,2,0.69
2022-06-30,2,0.681
2022-07-01,2,0.67
2022-07-02,2,0.69
2022-07-03,2,0.74
2022-07-04,2,0.649
2022-07-05,2,0.671
2022-07-06,2,0.625
2022-07-07,2,0.622
2022-07-08,2,0.598
2022-07-09,2,0.682
2022-07-10,2,0.633
2022-07-11,2,0.637
2022-07-12,2,0.6
2022-07-13,2,0.561
2022-07-14,2,0.544
2022-07-15,2,0.559
2022-07-16,2,0.544
2022-07-17,2,0.486
2022-07-18,2,0.598
2022-07-19,2,0.583
2022-07-20,2,0.578
2022-07-21,2,0.546
2022-07-22,2,0.636
2022-07-23,2,0.605
2022-07-24,2,0.549
2022-07-25,2,0.561
2022-07-26,2,0.599
2022-07-27,2,0.513
2022-07-28,2,0.601
2022-07-29,2,0.562
2022-07-30,2,0.56
2022-07-31,2,0.537
2022-08-01,2,0.548
2022-08-02,2,0.583
2022-08-03,2,0.534
2022-08-04,2,0.507
2022-08-05,2,0.506
2022-08-06,2,0.541
2022-08-07,2,0.515
2022-08-08,2,0.504
2022-08-09,2,0.479
2022-08-10,2,0.521
2022-08-11,2,0.484
2022-08-12,2,0.456
2022-08-13,2,0.429
2022-08-14,2,0.435
2022-08-15,2,0.468
2022-08-16,2,0.433
2022-08-17,2,0.357
2022-08-18,2,0.376
2022-08-19,2,0.385
2022-08-20,2,0.394
2022-08-21,2,0.388
2022-08-22,2,0.437
2022-08-23,2,0.452
2022-08-24,2,0.409
2022-08-25,2,0.41
2022-08-26,2,0.421
2022-08-27,2,0.388
2022-08-28,2,0.385
2022-08-29,2,0.396
2022-08-30,2,0.397
2022-08-31,2,0.399
2022-09-01,2,0.384
2022-09-02,2,0.375
2022-09-03,2,0.375
2022-09-04,2,0.35
2022-09-05,2,0.324
2022-09-06,2,0.341
2022-09-07,2,0.345
2022-09-08,2,0.335
2022-09-09,2,0.326
2022-09-10,2,0.362
2022-09-11,2,0.326
