data,t_max,t_min,t_mean,precip_mm,humidade_perc,radiacao_w_m2
2020-03-23,17.4,10.1,13.7,0.0,64.1,178.6
2020-03-24,18.4,13.1,15.8,0.0,81.4,220.5
2020-03-25,17.5,9.2,13.4,0.0,62.8,185.5
2020-03-26,19.7,8.1,13.9,0.0,76.5,210.9
2020-03-27,21.9,8.7,15.3,0.0,53.7,195.5
2020-03-28,18.2,8.0,13.1,0.0,59.7,209.9
2020-03-29,21.3,8.8,15.0,0.0,60.3,198.0
2020-03-30,19.4,9.8,14.6,0.0,37.8,227.4
2020-03-31,19.1,7.9,13.5,0.0,48.3,163.6
2020-04-01,20.6,10.9,15.7,0.0,49.0,201.6
2020-04-02,18.9,12.8,15.9,0.0,68.2,224.0
2020-04-03,20.1,9.4,14.7,0.0,68.7,233.7
2020-04-04,19.0,14.4,16.7,0.0,63.2,265.0
2020-04-05,25.4,12.5,19.0,0.0,68.2,211.1
2020-04-06,21.8,13.8,17.8,0.0,58.4,269.7
2020-04-07,20.5,10.5,15.5,0.0,72.0,208.1
2020-04-08,22.5,13.7,18.1,0.0,60.1,270.3
2020-04-09,22.0,10.0,16.0,0.0,60.6,257.5
2020-04-10,21.9,14.1,18.0,0.0,57.3,208.1
2020-04-11,23.8,12.9,18.3,0.0,66.8,247.2
2020-04-12,24.2,13.8,19.0,0.0,55.8,238.9
2020-04-13,21.8,10.5,16.2,0.0,69.8,261.7
2020-04-14,21.9,11.2,16.6,0.0,48.7,238.7
2020-04-15,22.6,14.4,18.5,3.9,69.0,238.6
2020-04-16,18.7,11.5,15.1,0.0,66.9,291.4
2020-04-17,20.5,14.4,17.5,0.0,59.1,249.8
2020-04-18,26.4,10.9,18.7,0.0,55.5,279.9
2020-04-19,27.1,15.5,21.3,0.0,68.9,250.8
2020-04-20,23.5,11.5,17.5,0.0,53.9,309.9
2020-04-21,25.3,15.3,20.3,0.0,58.0,241.9
2020-04-22,24.9,15.6,20.2,0.0,74.0,246.2
2020-04-23,30.6,13.1,21.8,0.0,75.4,312.7
2020-04-24,26.9,15.8,21.3,0.0,75.7,255.9
2020-04-25,24.5,15.3,19.9,0.0,57.2,319.5
2020-04-26,23.0,13.8,18.4,0.0,72.3,300.5
2020-04-27,21.9,13.0,17.5,0.0,50.5,271.4
2020-04-28,25.6,11.3,18.5,5.4,70.9,223.8
2020-04-29,23.8,16.1,20.0,0.0,36.5,279.8
2020-04-30,22.7,12.4,17.5,0.0,76.7,285.6
2020-05-01,24.4,15.8,20.1,0.0,51.4,319.7
2020-05-02,23.6,15.3,19.4,0.0,58.7,334.5
2020-05-03,29.3,17.3,23.3,0.0,50.9,268.4
2020-05-04,27.8,15.5,21.6,0.0,67.0,315.0
2020-05-05,26.2,15.5,20.9,0.0,56.2,316.0
2020-05-06,29.3,17.8,23.5,0.0,47.0,327.2
2020-05-07,26.6,17.1,21.9,0.0,64.4,312.0
2020-05-08,24.9,17.2,21.1,0.0,45.7,240.7
2020-05-09,29.8,17.7,23.7,0.0,51.6,296.2
2020-05-10,27.9,13.8,20.9,0.0,38.9,268.1
2020-05-11,24.9,18.5,21.7,0.0,45.8,298.6
2020-05-12,26.7,18.3,22.5,0.0,61.8,335.9
2020-05-13,25.5,15.2,20.3,0.0,40.4,317.5
2020-05-14,24.6,16.8,20.7,0.0,45.2,344.5
2020-05-15,29.3,17.4,23.3,0.0,60.0,322.1
2020-05-16,31.4,17.3,24.3,0.0,54.6,274.6
2020-05-17,24.9,18.3,21.6,0.0,79.9,239.6
2020-05-18,28.9,20.7,24.8,0.0,78.3,321.3
2020-05-19,26.6,20.1,23.3,0.0,51.3,312.0
2020-05-20,27.0,15.4,21.2,0.0,65.6,290.7
2020-05-21,26.9,19.3,23.1,0.0,67.5,270.5
2020-05-22,26.5,20.9,23.7,0.0,54.0,301.0
2020-05-23,28.4,19.1,23.7,0.0,45.0,318.6
2020-05-24,26.7,20.6,23.7,0.0,59.9,345.9
2020-05-25,29.0,22.5,25.8,0.0,58.3,332.9
2020-05-26,28.5,20.6,24.5,0.0,55.6,376.9
2020-05-27,28.2,19.2,23.7,0.0,64.4,298.9
2020-05-28,26.9,20.8,23.9,0.0,52.5,357.6
2020-05-29,27.7,19.1,23.4,0.0,48.5,333.9
2020-05-30,30.4,19.0,24.7,75.3,81.1,354.5
2020-05-31,30.0,18.3,24.1,0.0,63.9,321.7
2020-06-01,27.1,22.2,24.6,0.0,48.2,368.1
2020-06-02,29.3,17.5,23.4,0.0,69.3,345.8
2020-06-03,30.7,22.3,26.5,0.0,42.3,317.6
2020-06-04,25.9,20.3,23.1,0.0,54.2,338.6
2020-06-05,30.4,16.5,23.5,0.0,57.4,332.8
2020-06-06,28.1,20.1,24.1,0.0,53.6,355.5
2020-06-07,30.6,15.2,22.9,0.0,54.3,306.3
2020-06-08,28.0,20.8,24.4,0.0,78.7,341.7
2020-06-09,25.9,21.3,23.6,0.0,51.5,355.2
2020-06-10,26.3,18.4,22.4,1.1,100.0,345.1
2020-06-11,29.7,19.9,24.8,0.0,64.4,385.2
2020-06-12,30.2,23.6,26.9,0.0,60.9,368.6
2020-06-13,27.9,18.7,23.3,0.0,64.8,345.8
2020-06-14,31.1,17.7,24.4,0.0,85.3,353.1
2020-06-15,26.5,22.8,24.6,0.0,50.1,356.0
2020-06-16,29.7,23.8,26.7,0.0,48.8,359.7
2020-06-17,27.4,19.9,23.7,0.0,52.5,293.3
2020-06-18,28.6,21.9,25.3,0.0,60.3,339.4
2020-06-19,30.0,22.6,26.3,0.0,42.7,304.3
2020-06-20,28.2,18.5,23.3,0.0,60.2,387.4
2020-06-21,29.2,19.0,24.1,0.0,76.9,347.5
2020-06-22,32.0,22.4,27.2,0.0,61.5,343.8
2020-06-23,28.8,23.4,26.1,0.0,57.1,376.6
2020-06-24,31.7,21.1,26.4,0.0,53.8,362.5
2020-06-25,27.7,18.2,23.0,0.0,69.0,316.1
2020-06-26,31.1,24.0,27.5,0.0,51.7,347.9
2020-06-27,32.9,18.9,25.9,0.0,78.5,339.9
2020-06-28,25.1,19.3,22.2,0.0,79.3,297.6
2020-06-29,28.4,20.7,24.5,0.0,62.6,329.1
2020-06-30,31.1,23.1,27.1,13.6,79.9,344.2
2020-07-01,29.6,21.7,25.6,0.0,70.3,346.1
2020-07-02,30.7,20.8,25.7,0.0,70.9,304.8
2020-07-03,28.7,20.9,24.8,0.0,51.9,383.6
2020-07-04,30.1,20.0,25.0,0.0,54.7,345.7
2020-07-05,29.6,21.0,25.3,0.0,46.8,349.5
2020-07-06,32.2,14.8,23.5,0.0,64.1,360.0
2020-07-07,30.3,19.2,24.8,0.0,66.7,323.9
2020-07-08,30.5,20.3,25.4,0.0,46.5,360.7
2020-07-09,28.9,17.5,23.2,0.0,55.4,335.5
2020-07-10,28.8,20.5,24.6,0.0,46.5,319.0
2020-07-11,28.8,19.3,24.0,0.0,51.0,362.5
2020-07-12,30.4,23.2,26.8,0.0,65.5,389.4
2020-07-13,28.8,22.7,25.7,0.0,52.7,365.7
2020-07-14,30.1,18.6,24.4,0.0,57.0,370.8
2020-07-15,33.6,19.2,26.4,0.0,43.7,326.7
2020-07-16,31.2,19.3,25.2,0.0,61.9,293.6
2020-07-17,28.7,18.5,23.6,0.0,59.6,385.4
2020-07-18,31.7,19.7,25.7,0.0,52.7,400.0
2020-07-19,28.4,17.7,23.1,0.0,58.1,385.1
2020-07-20,25.1,16.9,21.0,0.0,61.8,327.7
2020-07-21,27.1,20.4,23.7,0.0,51.9,302.1
2020-07-22,25.3,20.3,22.8,0.0,45.2,303.7
2020-07-23,28.3,17.4,22.8,0.0,78.1,284.0
2020-07-24,28.9,20.7,24.8,0.0,53.7,330.1
2020-07-25,32.2,17.5,24.9,0.0,59.0,380.3
2020-07-26,29.4,19.2,24.3,0.0,70.1,326.7
2020-07-27,28.2,20.3,24.2,0.0,95.3,338.7
2020-07-28,30.2,18.5,24.4,16.2,67.6,369.6
2020-07-29,24.0,19.4,21.7,0.0,64.5,314.9
2020-07-30,28.8,17.3,23.1,0.0,52.9,386.6
2020-07-31,29.8,17.9,23.9,0.0,54.6,383.9
2020-08-01,25.2,17.8,21.5,0.0,52.8,318.8
2020-08-02,30.4,16.6,23.5,0.0,48.7,303.9
2020-08-03,28.7,17.6,23.1,0.0,59.6,340.6
2020-08-04,27.0,14.8,20.9,0.0,45.3,307.6
2020-08-05,29.0,16.8,22.9,0.0,69.5,281.8
2020-08-06,32.2,17.1,24.6,0.0,60.6,353.2
2020-08-07,27.9,17.0,22.5,0.0,64.2,349.6
2020-08-08,27.9,16.9,22.4,0.0,55.3,316.1
2020-08-09,26.4,17.2,21.8,0.0,56.3,271.8
2020-08-10,25.5,18.2,21.8,0.0,62.9,271.0
2020-08-11,28.7,18.8,23.8,0.0,48.4,309.3
2020-08-12,25.2,15.7,20.4,0.0,56.4,289.3
2020-08-13,27.0,14.4,20.7,0.0,51.4,292.1
2020-08-14,25.7,14.6,20.2,0.0,51.1,331.1
2020-08-15,27.5,15.6,21.6,0.0,38.9,320.5
2020-08-16,27.1,15.7,21.4,0.0,73.4,337.9
2020-08-17,28.4,14.8,21.6,0.0,53.1,264.9
2020-08-18,25.2,13.6,19.4,0.0,71.6,282.3
2020-08-19,25.5,15.1,20.3,0.0,70.7,313.3
2020-08-20,23.9,16.3,20.1,0.0,47.1,301.9
2020-08-21,24.9,16.9,20.9,0.0,49.1,332.3
2020-08-22,26.4,14.5,20.4,0.0,85.6,296.8
2020-08-23,27.0,14.6,20.8,0.0,77.5,337.5
2020-08-24,23.5,13.5,18.5,0.0,59.7,296.1
2020-08-25,26.9,15.1,21.0,0.0,62.6,309.6
2020-08-26,27.7,13.3,20.5,0.0,53.7,265.8
2020-08-27,25.7,16.0,20.9,0.0,64.3,273.7
2020-08-28,28.5,11.2,19.8,0.0,52.8,298.3
2020-08-29,23.0,13.9,18.4,0.0,39.7,317.1
2020-08-30,21.9,15.0,18.5,0.0,46.8,288.3
2020-08-31,20.7,14.6,17.7,0.0,60.2,261.6
2020-09-01,27.1,19.5,23.3,0.0,48.7,303.0
2020-09-02,25.3,14.7,20.0,0.0,59.3,193.6
2020-09-03,23.7,11.8,17.7,0.0,49.3,214.3
2020-09-04,24.2,13.4,18.8,0.0,52.2,275.0
2020-09-05,21.2,9.9,15.6,0.0,68.5,252.6
2020-09-06,28.2,13.2,20.7,0.0,62.5,267.9
2020-09-07,23.4,11.5,17.4,0.0,59.9,249.2
2020-09-08,23.2,14.8,19.0,0.0,68.8,262.0
2020-09-09,24.3,11.7,18.0,0.0,64.8,217.9
2020-09-10,23.6,12.4,18.0,0.0,74.5,257.0
2020-09-11,22.9,11.2,17.1,0.0,55.4,267.2
2020-09-12,20.7,15.8,18.3,0.0,55.7,271.5
2020-09-13,23.1,11.5,17.3,0.0,47.0,292.8
2020-09-14,25.8,15.7,20.7,0.0,55.7,237.2
2020-09-15,24.5,13.4,19.0,0.0,69.6,235.5
2020-09-16,24.8,12.6,18.7,0.0,73.0,179.1
2020-09-17,20.5,12.2,16.3,0.0,69.6,206.3
2020-09-18,19.3,12.1,15.7,0.0,42.1,213.9
2020-09-19,20.9,7.3,14.1,0.0,70.8,248.6
2020-09-20,21.1,10.4,15.7,0.0,41.6,196.2
2020-09-21,23.0,12.5,17.7,0.0,69.0,235.9
2020-09-22,17.2,10.5,13.9,0.0,56.3,209.3
2020-09-23,23.5,7.6,15.6,0.0,67.0,201.5
2020-09-24,20.0,10.2,15.1,0.0,46.7,211.7
2020-09-25,19.3,13.5,16.4,0.0,71.7,189.9
2020-09-26,17.9,12.4,15.2,0.0,45.4,186.2
2020-09-27,16.5,9.6,13.0,0.0,53.3,145.3
2020-09-28,21.2,11.5,16.4,0.0,50.0,186.5
2020-09-29,19.6,8.7,14.1,0.0,42.5,176.9
2020-09-30,16.7,5.8,11.3,6.2,80.9,173.3
2020-10-01,16.5,7.2,11.9,0.0,78.1,198.7
2020-10-02,18.2,12.0,15.1,0.0,86.7,203.4
2020-10-03,22.1,8.2,15.1,5.1,81.0,188.0
2020-10-04,18.0,8.1,13.1,0.0,71.2,208.3
2020-10-05,15.4,7.8,11.6,0.0,62.3,193.2
2020-10-06,17.7,12.0,14.9,0.0,65.0,164.5
2020-10-07,17.5,11.3,14.4,0.0,56.6,157.0
2020-10-08,12.5,12.3,12.4,0.0,62.0,177.7
2020-10-09,17.6,7.4,12.5,19.1,85.4,183.0
2020-10-10,17.1,8.1,12.6,0.0,54.2,205.2
2020-10-11,18.8,4.4,11.6,0.0,59.2,196.5
2020-10-12,20.9,10.2,15.5,0.0,59.4,142.1
2020-10-13,19.3,4.7,12.0,0.0,68.3,152.8
2020-10-14,16.4,7.3,11.8,0.0,49.3,173.5
2020-10-15,14.5,4.5,9.5,3.6,79.5,183.0
2020-10-16,21.7,5.4,13.6,0.0,79.1,176.7
2020-10-17,16.5,4.7,10.6,0.0,71.6,144.2
2020-10-18,16.3,5.0,10.7,0.0,73.5,106.1
2020-10-19,16.0,5.0,10.5,8.0,80.2,111.3
2020-10-20,16.3,4.8,10.6,0.0,63.2,147.1
2020-10-21,15.5,7.4,11.5,0.0,70.0,146.8
2020-10-22,14.5,3.4,8.9,0.0,75.6,101.3
2020-10-23,14.4,5.9,10.1,0.0,40.5,133.3
2020-10-24,15.2,7.7,11.5,0.0,46.8,148.6
2020-10-25,14.1,4.1,9.1,0.0,73.1,92.8
2020-10-26,13.6,3.6,8.6,0.0,57.2,158.3
2020-10-27,15.1,4.4,9.7,0.0,53.3,111.6
2020-10-28,14.2,7.1,10.6,0.0,47.5,158.4
2020-10-29,17.6,5.0,11.3,0.0,54.4,102.5
2020-10-30,9.1,3.4,6.2,0.0,46.0,85.6
2020-10-31,16.5,5.2,10.9,0.0,80.9,100.5
2020-11-01,16.6,1.9,9.3,0.0,59.8,109.3
2020-11-02,9.9,5.4,7.6,0.0,59.4,98.4
2020-11-03,13.2,4.7,8.9,0.0,65.9,101.5
2020-11-04,13.0,3.1,8.1,0.0,69.6,116.0
2020-11-05,10.8,1.9,6.4,4.9,89.5,98.8
2020-11-06,11.9,1.7,6.8,0.0,70.7,100.0
2020-11-07,11.1,4.4,7.8,0.0,53.7,50.0
2020-11-08,16.7,5.7,11.2,0.0,57.0,109.9
2020-11-09,15.0,1.8,8.4,0.0,67.7,93.6
2020-11-10,15.5,3.9,9.7,0.0,54.7,142.7
2020-11-11,14.3,-1.3,6.5,12.9,79.9,64.4
2020-11-12,10.5,1.6,6.0,0.0,64.0,50.0
2020-11-13,11.6,2.5,7.0,0.0,67.9,107.6
2020-11-14,13.5,0.7,7.1,0.0,42.2,97.7
2020-11-15,9.9,0.5,5.2,0.0,67.1,55.4
2020-11-16,13.7,0.9,7.3,0.0,57.7,50.0
2020-11-17,11.7,2.7,7.2,0.0,67.1,128.5
2020-11-18,11.3,1.7,6.5,0.0,67.8,123.2
2020-11-19,13.4,-2.5,5.4,0.0,76.1,50.0
2020-11-20,12.7,-2.4,5.2,0.0,73.5,64.0
2020-11-21,11.0,0.5,5.8,0.0,73.5,126.2
2020-11-22,14.0,2.6,8.3,0.0,74.4,60.5
2020-11-23,9.4,-3.9,2.7,0.0,62.9,58.7
2020-11-24,12.7,0.5,6.6,0.0,60.3,63.6
2020-11-25,12.6,0.3,6.4,0.0,68.7,50.0
2020-11-26,10.7,4.1,7.4,0.0,67.3,50.0
2020-11-27,11.9,0.4,6.2,0.0,56.9,99.7
2020-11-28,8.6,1.9,5.3,0.0,64.0,50.0
2020-11-29,12.9,1.3,7.1,0.0,59.6,73.2
2020-11-30,10.6,-3.3,3.7,0.0,51.5,91.2
2020-12-01,9.9,2.4,6.1,0.0,72.9,50.0
2020-12-02,12.9,1.3,7.1,9.6,80.6,50.0
2020-12-03,9.4,1.8,5.6,0.0,80.5,97.9
2020-12-04,7.9,8.6,8.2,0.0,43.7,76.5
2020-12-05,7.5,-3.5,2.0,0.0,54.4,50.0
2020-12-06,11.8,4.0,7.9,2.1,80.3,94.8
2020-12-07,8.0,-0.1,4.0,0.0,71.4,94.1
2020-12-08,14.0,1.0,7.5,0.0,64.0,65.1
2020-12-09,6.3,0.3,3.3,0.0,63.1,50.0
2020-12-10,13.8,-0.5,6.6,0.4,68.7,50.0
2020-12-11,10.7,-0.8,5.0,0.0,48.4,63.5
2020-12-12,10.1,0.9,5.5,0.0,63.2,50.0
2020-12-13,9.2,-2.8,3.2,0.0,46.4,81.8
2020-12-14,11.0,1.7,6.4,13.7,74.7,50.0
2020-12-15,10.1,-0.7,4.7,2.1,85.0,50.0
2020-12-16,12.4,-2.1,5.1,0.0,50.2,57.6
2020-12-17,10.3,-0.8,4.8,0.0,76.1,50.0
2020-12-18,10.4,2.6,6.5,0.0,72.2,50.0
2020-12-19,9.3,-1.0,4.2,0.0,44.3,50.0
2020-12-20,9.9,0.8,5.4,0.0,50.7,51.4
2020-12-21,10.7,-1.4,4.6,0.0,37.1,50.0
2020-12-22,6.6,1.5,4.1,0.0,52.2,69.9
2020-12-23,7.3,1.4,4.3,3.2,87.7,52.3
2020-12-24,11.5,3.7,7.6,0.0,55.9,50.0
2020-12-25,10.3,-0.3,5.0,0.0,64.6,85.3
2020-12-26,9.6,1.3,5.5,0.0,44.8,50.0
2020-12-27,10.0,0.2,5.1,7.3,88.0,66.1
2020-12-28,10.7,2.6,6.7,8.4,74.4,50.0
2020-12-29,8.9,-1.4,3.8,0.0,60.1,50.0
2020-12-30,8.5,1.5,5.0,0.0,59.1,50.0
2020-12-31,10.4,-0.4,5.0,0.0,47.3,74.0
2021-01-01,8.1,-0.1,4.0,0.0,48.5,50.0
2021-01-02,10.9,0.2,5.6,0.0,69.7,50.4
2021-01-03,6.7,0.6,3.6,0.0,64.0,50.0
2021-01-04,12.2,-0.1,6.0,6.3,90.5,50.0
2021-01-05,11.1,0.6,5.8,6.3,83.2,50.0
2021-01-06,10.7,3.3,7.0,0.0,61.4,63.8
2021-01-07,12.1,2.2,7.2,0.0,42.7,50.0
2021-01-08,13.5,2.0,7.8,0.0,57.3,93.1
2021-01-09,12.3,-0.7,5.8,7.0,79.7,50.0
2021-01-10,6.6,-1.5,2.6,0.0,79.5,50.0
2021-01-11,7.8,2.2,5.0,0.0,66.9,105.4
2021-01-12,9.1,2.1,5.6,0.0,75.4,50.0
2021-01-13,10.5,3.4,6.9,0.0,66.0,50.0
2021-01-14,11.5,-0.7,5.4,0.0,52.9,63.8
2021-01-15,9.1,0.1,4.6,0.4,81.2,50.0
2021-01-16,11.0,-2.7,4.1,0.0,62.4,50.0
2021-01-17,9.1,-0.1,4.5,0.0,50.6,50.0
2021-01-18,9.5,2.7,6.1,0.0,56.2,143.8
2021-01-19,8.0,-0.2,3.9,0.0,57.9,54.2
2021-01-20,9.0,2.1,5.6,0.0,76.1,50.0
2021-01-21,8.2,0.5,4.4,0.0,39.2,108.6
2021-01-22,9.0,1.6,5.3,2.8,92.1,83.2
2021-01-23,13.2,-1.2,6.0,0.0,50.6,50.0
2021-01-24,9.2,1.3,5.3,0.0,46.3,50.0
2021-01-25,16.5,-4.8,5.9,0.0,71.8,88.6
2021-01-26,12.3,0.9,6.6,0.0,67.3,62.3
2021-01-27,11.8,-1.9,5.0,0.0,72.5,50.0
2021-01-28,9.8,3.9,6.8,0.0,68.0,126.0
2021-01-29,13.0,3.1,8.1,5.3,100.0,60.7
2021-01-30,10.5,2.6,6.6,0.0,65.6,120.0
2021-01-31,12.0,4.8,8.4,0.0,58.4,114.9
2021-02-01,17.0,-0.0,8.5,0.0,63.4,50.0
2021-02-02,11.8,5.5,8.6,0.0,72.4,110.6
2021-02-03,14.4,3.9,9.2,0.0,52.2,61.6
2021-02-04,10.8,1.7,6.2,0.0,53.5,50.0
2021-02-05,12.2,4.6,8.4,0.0,56.9,71.6
2021-02-06,15.9,0.2,8.1,0.0,39.0,98.0
2021-02-07,11.3,0.9,6.1,0.0,61.4,73.8
2021-02-08,16.3,1.4,8.8,0.0,41.1,80.2
2021-02-09,14.2,1.7,7.9,20.7,80.5,125.5
2021-02-10,11.7,0.8,6.2,21.9,88.7,96.2
2021-02-11,14.3,5.4,9.8,0.0,55.2,69.5
2021-02-12,15.1,2.6,8.8,0.0,76.8,117.7
2021-02-13,14.5,3.9,9.2,0.0,45.4,104.5
2021-02-14,10.2,2.2,6.2,0.0,71.9,50.0
2021-02-15,12.0,-0.1,5.9,4.3,86.8,115.3
2021-02-16,13.1,4.2,8.6,0.0,42.8,116.2
2021-02-17,13.6,-0.1,6.8,0.0,87.1,107.0
2021-02-18,15.1,3.8,9.4,5.5,79.4,135.2
2021-02-19,14.4,1.3,7.8,0.0,51.2,90.3
2021-02-20,11.5,8.1,9.8,0.0,45.9,122.7
2021-02-21,15.1,6.1,10.6,0.0,57.8,67.7
2021-02-22,15.7,4.7,10.2,0.0,58.7,129.1
2021-02-23,15.7,7.1,11.4,0.0,61.0,177.6
2021-02-24,16.9,3.1,10.0,0.0,57.0,91.3
2021-02-25,16.6,6.0,11.3,3.0,86.3,100.6
2021-02-26,16.0,5.4,10.7,0.0,56.1,104.3
2021-02-27,15.1,5.7,10.4,29.5,60.7,131.8
2021-02-28,12.0,7.9,10.0,0.0,58.5,98.3
2021-03-01,16.4,7.0,11.7,0.0,36.3,145.1
2021-03-02,16.1,6.2,11.1,0.0,63.5,160.2
2021-03-03,16.3,2.5,9.4,0.0,50.2,153.1
2021-03-04,13.4,4.0,8.7,0.0,61.6,86.4
2021-03-05,14.0,5.9,9.9,0.0,73.1,171.7
2021-03-06,18.4,6.5,12.4,0.0,50.5,172.3
2021-03-07,16.4,4.2,10.3,0.0,70.6,171.5
2021-03-08,18.0,11.4,14.7,0.0,55.7,160.2
2021-03-09,16.8,9.8,13.3,0.0,77.5,158.1
2021-03-10,17.0,8.1,12.6,1.3,76.3,184.9
2021-03-11,19.0,7.2,13.1,0.0,51.6,214.1
2021-03-12,16.2,6.8,11.5,0.0,66.9,130.3
2021-03-13,17.6,5.5,11.6,12.8,75.6,193.7
2021-03-14,16.7,7.7,12.2,9.0,71.6,161.3
2021-03-15,16.9,8.3,12.6,0.0,55.2,162.5
2021-03-16,17.3,5.4,11.4,0.0,59.6,122.8
2021-03-17,18.5,8.8,13.7,0.0,73.4,162.9
2021-03-18,17.3,8.0,12.6,8.0,60.7,144.0
2021-03-19,20.9,4.6,12.8,0.0,60.2,162.6
2021-03-20,16.8,6.9,11.8,0.0,66.2,146.1
2021-03-21,18.4,7.9,13.2,0.0,61.9,168.1
2021-03-22,18.1,12.7,15.4,0.0,73.1,172.0
2021-03-23,22.0,10.2,16.1,0.0,59.3,189.7
2021-03-24,19.7,6.6,13.1,0.0,58.2,140.9
2021-03-25,21.5,10.4,16.0,0.0,65.9,148.5
2021-03-26,16.7,6.5,11.6,0.0,61.0,205.3
2021-03-27,20.3,12.0,16.2,4.3,76.1,173.1
2021-03-28,21.8,9.0,15.4,0.0,65.2,231.9
2021-03-29,20.3,10.0,15.1,0.0,53.5,209.0
2021-03-30,22.5,13.0,17.7,0.0,53.9,223.0
2021-03-31,19.5,7.9,13.7,0.0,54.7,249.7
2021-04-01,23.5,7.9,15.7,0.0,73.5,200.7
2021-04-02,25.4,9.7,17.6,7.7,47.8,195.3
2021-04-03,20.3,13.1,16.7,27.2,84.0,241.3
2021-04-04,20.3,8.1,14.2,0.0,60.3,233.0
2021-04-05,24.3,5.7,15.0,0.0,43.2,214.6
2021-04-06,24.7,10.6,17.6,0.0,63.1,264.5
2021-04-07,20.6,12.8,16.7,0.0,64.8,219.0
2021-04-08,21.0,14.3,17.6,0.0,65.9,228.9
2021-04-09,21.5,11.1,16.3,0.0,33.5,231.1
2021-04-10,19.5,11.4,15.4,0.0,73.7,204.9
2021-04-11,20.5,14.7,17.6,0.0,52.6,237.8
2021-04-12,20.5,8.8,14.7,0.0,66.9,279.9
2021-04-13,21.2,11.9,16.5,0.0,67.4,253.8
2021-04-14,22.8,13.2,18.0,0.0,51.2,243.9
2021-04-15,23.5,13.9,18.7,0.0,66.6,240.5
2021-04-16,26.3,12.2,19.2,0.0,56.1,257.8
2021-04-17,21.4,13.4,17.4,0.0,39.3,272.8
2021-04-18,25.5,8.5,17.0,2.2,91.7,271.0
2021-04-19,23.2,12.4,17.8,0.0,52.2,245.2
2021-04-20,23.7,14.7,19.2,0.0,51.5,267.3
2021-04-21,25.3,12.0,18.7,0.0,56.0,274.3
2021-04-22,21.9,14.3,18.1,0.0,62.7,232.0
2021-04-23,25.1,15.2,20.1,0.0,59.4,269.6
2021-04-24,24.8,13.8,19.3,0.0,65.5,202.1
2021-04-25,25.6,15.0,20.3,0.0,46.6,283.7
2021-04-26,25.3,12.8,19.1,0.0,52.6,291.3
2021-04-27,29.8,14.5,22.2,0.0,58.8,296.2
2021-04-28,23.8,16.3,20.0,0.0,79.0,264.1
2021-04-29,24.2,15.5,19.8,0.0,58.9,287.5
2021-04-30,24.1,14.2,19.2,0.0,70.9,323.1
2021-05-01,24.4,16.0,20.2,2.5,80.4,325.0
2021-05-02,24.4,17.1,20.7,0.0,55.2,283.8
2021-05-03,28.2,11.7,19.9,0.0,57.5,291.0
2021-05-04,28.8,18.2,23.5,0.0,58.3,322.3
2021-05-05,24.9,15.4,20.2,0.0,66.0,246.0
2021-05-06,24.5,17.1,20.8,0.9,93.7,283.3
2021-05-07,27.3,18.7,23.0,0.0,63.6,335.1
2021-05-08,25.4,13.7,19.5,0.0,71.9,326.3
2021-05-09,27.9,15.2,21.5,0.0,50.4,310.1
2021-05-10,27.1,16.1,21.6,0.0,55.9,255.7
2021-05-11,23.8,15.3,19.6,0.0,52.8,301.3
2021-05-12,30.1,20.4,25.3,0.0,63.1,287.0
2021-05-13,30.7,15.4,23.0,0.0,56.4,316.4
2021-05-14,26.0,16.1,21.1,0.0,67.3,284.0
2021-05-15,26.6,17.7,22.2,0.0,50.7,279.3
2021-05-16,28.0,15.0,21.5,0.0,60.4,249.9
2021-05-17,28.2,16.8,22.5,0.0,66.9,350.2
2021-05-18,29.0,18.3,23.7,0.0,39.3,303.2
2021-05-19,31.8,17.1,24.5,0.0,81.2,321.5
2021-05-20,27.5,17.7,22.6,0.0,57.2,318.4
2021-05-21,26.4,16.9,21.7,0.0,39.7,288.0
2021-05-22,25.3,15.1,20.2,0.0,61.6,283.8
2021-05-23,26.7,18.8,22.8,0.0,60.3,292.9
2021-05-24,28.2,21.8,25.0,0.0,59.2,302.8
2021-05-25,32.0,18.4,25.2,0.0,69.9,336.9
2021-05-26,27.5,18.9,23.2,0.0,67.5,303.4
2021-05-27,29.0,20.0,24.5,0.0,63.0,381.0
2021-05-28,28.6,16.1,22.4,18.0,84.5,360.8
2021-05-29,31.1,22.2,26.6,0.0,59.0,355.5
2021-05-30,33.9,19.2,26.6,0.0,77.8,328.9
2021-05-31,27.8,22.2,25.0,0.0,45.2,379.1
2021-06-01,28.0,17.5,22.8,0.0,61.4,328.2
2021-06-02,31.1,22.7,26.9,0.0,60.7,335.0
2021-06-03,30.5,20.7,25.6,0.8,88.1,342.1
2021-06-04,32.9,20.3,26.6,0.0,51.6,359.1
2021-06-05,30.4,19.7,25.1,0.0,42.6,358.1
2021-06-06,28.6,18.8,23.7,0.0,61.6,325.7
2021-06-07,30.6,21.8,26.2,0.0,62.8,324.9
2021-06-08,31.7,19.7,25.7,0.0,74.9,360.9
2021-06-09,31.1,15.6,23.4,0.0,47.3,364.0
2021-06-10,30.6,17.3,23.9,0.0,71.5,331.5
2021-06-11,31.7,19.2,25.5,0.0,83.7,296.5
2021-06-12,32.0,20.3,26.1,0.0,56.2,338.5
2021-06-13,32.5,19.6,26.0,0.0,47.1,364.1
2021-06-14,31.0,22.2,26.6,0.0,55.9,400.0
